resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"ucsd-sierra","	","test_batch_job","1665305","1665302","1665236","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668822","1665734","1665236","2010-11-19T09:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668905","1665302","1665236","2010-11-19T09:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668926","1665734","1665236","2010-11-19T09:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668936","1665302","1665236","2010-11-19T09:38:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669013","1665734","1665236","2010-11-19T09:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669182","1668622","1665236","2010-11-19T09:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669055","1665734","1665236","2010-11-19T09:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669131","1665734","1665236","2010-11-19T10:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669147","1665302","1665236","2010-11-19T10:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669389","1669388","1665236","2010-11-19T10:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1804 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669236","1665734","1665236","2010-11-19T10:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669256","1665734","1665236","2010-11-19T10:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669276","1665302","1665236","2010-11-19T10:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669511","1669510","1665236","2010-11-19T10:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1203 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669367","1665302","1665236","2010-11-19T10:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669380","1665734","1665236","2010-11-19T10:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669463","1665734","1665236","2010-11-19T10:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669482","1665302","1665236","2010-11-19T10:51:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669501","1665734","1665236","2010-11-19T10:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669580","1665734","1665236","2010-11-19T11:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669596","1665302","1665236","2010-11-19T11:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669609","1665734","1665236","2010-11-19T11:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669685","1665302","1665236","2010-11-19T11:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669856","1668622","1665236","2010-11-19T11:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669728","1665734","1665236","2010-11-19T11:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669803","1665734","1665236","2010-11-19T11:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669893","1668191","1665236","2010-11-19T11:36:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 600 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669830","1665734","1665236","2010-11-19T11:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
