resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"ucsd-sierra","	","eucalyptus-clientStatus","1507134","1484220","1484056","2010-10-31T05:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1507235","1484220","1484056","2010-10-31T06:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1507491","1484220","1484056","2010-10-31T06:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1507590","1484220","1484056","2010-10-31T07:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1507849","1484220","1484056","2010-10-31T07:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1507963","1484220","1484056","2010-10-31T08:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1508226","1484220","1484056","2010-10-31T08:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1508323","1484220","1484056","2010-10-31T09:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1508583","1484220","1484056","2010-10-31T09:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1508685","1484220","1484056","2010-10-31T10:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1508953","1484220","1484056","2010-10-31T10:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1509053","1484220","1484056","2010-10-31T11:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1509312","1484220","1484056","2010-10-31T11:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1509411","1484220","1484056","2010-10-31T12:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1509674","1484220","1484056","2010-10-31T12:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1509773","1484220","1484056","2010-10-31T13:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1510046","1484220","1484056","2010-10-31T13:49:01.000-04:00","Success","","search_output","Success"
