resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"tacc-alamo","	","openstack-create-publicvm","7640774","7640773","7640729","2013-03-26T13:33:57.000-04:00","Failure","Can SSH into all VMs but  not able to externally connect from any of the 1 VMs","","Failure:errorMessage errorMessage errorMessage"
"tacc-alamo","	","openstack-create-publicvm","7718592","7718591","7641142","2013-04-06T02:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.230105 s ping 30.032672 s warnings 1 ssh 30.974784 s destroy 0.548647 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7719500","7719499","7641142","2013-04-06T05:56:09.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.384018 s ping 30.0455 s warnings 1 ssh 30.999105 s destroy 0.871585 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7720428","7720427","7641142","2013-04-06T08:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.21136 s ping 30.021991 s warnings 1 ssh 31.032531 s destroy 0.674034 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7721331","7721330","7641142","2013-04-06T11:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.254656 s ping 30.031039 s warnings 1 ssh 31.02352 s destroy 0.61619 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7722249","7722248","7641142","2013-04-06T14:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.40668 s ping 30.031357 s warnings 1 ssh 31.056999 s destroy 0.657464 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7723162","7723161","7641142","2013-04-06T17:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.331958 s ping 30.035611 s warnings 1 ssh 30.930925 s destroy 0.653013 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7724084","7724083","7641142","2013-04-06T20:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.203453 s ping 30.035343 s warnings 1 ssh 30.979919 s destroy 0.565359 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7724999","7724998","7641142","2013-04-06T23:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.351408 s ping 30.034989 s warnings 1 ssh 30.983251 s destroy 0.617003 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7725928","7725927","7641142","2013-04-07T02:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.264087 s ping 30.034587 s warnings 1 ssh 30.925591 s destroy 0.609552 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7726840","7726839","7641142","2013-04-07T05:56:08.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.258843 s ping 30.045365 s warnings 1 ssh 31.026932 s destroy 0.579293 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7727765","7727764","7641142","2013-04-07T08:56:08.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.460029 s ping 30.034177 s warnings 1 ssh 31.002391 s destroy 0.632311 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7728665","7728664","7641142","2013-04-07T11:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.199985 s ping 30.033824 s warnings 1 ssh 31.019774 s destroy 0.577364 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7729576","7729575","7641142","2013-04-07T14:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.428865 s ping 30.033211 s warnings 1 ssh 30.973301 s destroy 0.662079 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7730488","7730487","7641142","2013-04-07T17:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.245118 s ping 30.034927 s warnings 1 ssh 31.033203 s destroy 0.573667 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7731401","7731400","7641142","2013-04-07T20:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.312705 s ping 30.023491 s warnings 1 ssh 31.039122 s destroy 0.583575 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7732323","7732322","7641142","2013-04-07T23:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.233068 s ping 30.033287 s warnings 1 ssh 30.956297 s destroy 0.579841 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7733248","7733247","7641142","2013-04-08T02:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.300845 s ping 30.033531 s warnings 1 ssh 30.983017 s destroy 0.596383 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7734162","7734161","7641142","2013-04-08T05:56:09.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.827114 s ping 30.039194 s warnings 1 ssh 31.085047 s destroy 0.562994 s","Success"
