resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"iu-india","	","eucalyptus-create-publicvm","3402234","3402233","3374553","2011-06-08T16:38:30.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.571442 s ping 30.003472 s ssh 30.144908 s destroy 0.168694 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3407313","3407312","3374553","2011-06-09T11:34:24.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds: PING 149.165.159.103 (149.165.159.103) 56(84) bytes of data.

--- 149.165.159.103 ping statistics ---
1 packets transmitted, 0 received, 100% packet loss, time 0ms

    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3413572","3413571","3374553","2011-06-10T11:20:36.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.862642 s ping 30.013088 s ssh 30.517296 s destroy 1.319261 s","Success""iu-india","	","eucalyptus-create-publicvm","3419932","3407312","3374553","2011-06-11T11:34:54.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds: PING 149.165.159.103 (149.165.159.103) 56(84) bytes of data.

--- 149.165.159.103 ping statistics ---
1 packets transmitted, 0 received, 100% packet loss, time 0ms

    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3426285","3407312","3374553","2011-06-12T11:36:24.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds: PING 149.165.159.103 (149.165.159.103) 56(84) bytes of data.

--- 149.165.159.103 ping statistics ---
1 packets transmitted, 0 received, 100% packet loss, time 0ms

    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3432647","3432646","3374553","2011-06-13T11:34:53.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds: PING 149.165.159.109 (149.165.159.109) 56(84) bytes of data.

--- 149.165.159.109 ping statistics ---
1 packets transmitted, 0 received, 100% packet loss, time 0ms

    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3434588","3434587","3434322","2011-06-13T18:37:51.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3437398","3434587","3434322","2011-06-14T05:29:23.000-04:00","Failure","cloud client reports VMs are running but no VMs are pingable after 900 seconds","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3440422","3440421","3440365","2011-06-14T16:25:10.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 362.813299 s ping 30.002519 s ssh 30.441678 s destroy 0.170108 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3443290","3443289","3440365","2011-06-15T03:06:55.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 333.06608 s ping 30.002588 s ssh 40.138276 s destroy 0.160273 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3449633","3449632","3440365","2011-06-16T03:11:06.000-04:00","Failure","cloud client not in running status after 900 seconds","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3455947","3455946","3440365","2011-06-17T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.643626 s ping 30.002041 s ssh 30.141935 s destroy 0.181818 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3462282","3462281","3440365","2011-06-18T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.579223 s ping 30.003389 s ssh 30.145511 s destroy 0.182448 s","Success"
