resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"iu-india","	","test_batch_job","1665309","1665306","1665240","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669079","1665306","1665240","2010-11-19T09:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669083","1665306","1665240","2010-11-19T09:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669159","1665306","1665240","2010-11-19T10:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669191","1665323","1665240","2010-11-19T10:12:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669198","1665306","1665240","2010-11-19T10:13:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669274","1665323","1665240","2010-11-19T10:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669301","1665323","1665240","2010-11-19T10:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669305","1665323","1665240","2010-11-19T10:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669379","1665306","1665240","2010-11-19T10:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669415","1665323","1665240","2010-11-19T10:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669422","1665323","1665240","2010-11-19T10:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669500","1665323","1665240","2010-11-19T10:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669528","1665306","1665240","2010-11-19T10:57:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669532","1665306","1665240","2010-11-19T10:58:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669608","1665306","1665240","2010-11-19T11:08:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669641","1665306","1665240","2010-11-19T11:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669648","1665323","1665240","2010-11-19T11:13:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669722","1665306","1665240","2010-11-19T11:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669751","1665323","1665240","2010-11-19T11:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669755","1665323","1665240","2010-11-19T11:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669828","1665323","1665240","2010-11-19T11:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669865","1665323","1665240","2010-11-19T11:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669872","1665306","1665240","2010-11-19T11:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669966","1665323","1665240","2010-11-19T11:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1669992","1665306","1665240","2010-11-19T11:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669996","1665306","1665240","2010-11-19T11:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670072","1665306","1665240","2010-11-19T12:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670110","1665323","1665240","2010-11-19T12:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670120","1665323","1665240","2010-11-19T12:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670197","1665323","1665240","2010-11-19T12:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670224","1665306","1665240","2010-11-19T12:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670229","1665306","1665240","2010-11-19T12:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670299","1665306","1665240","2010-11-19T12:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670335","1665306","1665240","2010-11-19T12:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670344","1665323","1665240","2010-11-19T12:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670418","1665323","1665240","2010-11-19T12:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670446","1665306","1665240","2010-11-19T12:57:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670451","1665306","1665240","2010-11-19T12:58:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1670521","1665323","1665240","2010-11-19T13:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670557","1665323","1665240","2010-11-19T13:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670565","1665323","1665240","2010-11-19T13:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670639","1665323","1665240","2010-11-19T13:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670667","1665323","1665240","2010-11-19T13:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670672","1665323","1665240","2010-11-19T13:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670745","1665323","1665240","2010-11-19T13:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670779","1665323","1665240","2010-11-19T13:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670788","1665323","1665240","2010-11-19T13:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670862","1665323","1665240","2010-11-19T13:53:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670887","1665323","1665240","2010-11-19T13:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670892","1665323","1665240","2010-11-19T13:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670963","1665323","1665240","2010-11-19T14:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1670999","1665323","1665240","2010-11-19T14:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671008","1665323","1665240","2010-11-19T14:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671081","1665323","1665240","2010-11-19T14:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
