resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"inca","tacc-alamo","nimbus-storage","5344911","5306362","5302294","2012-04-18T02:56:08.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5345260","5306362","5302294","2012-04-18T03:59:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5345601","5306362","5302294","2012-04-18T04:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5345934","5306362","5302294","2012-04-18T05:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5346273","5306362","5302294","2012-04-18T06:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5346613","5306362","5302294","2012-04-18T07:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5346962","5306362","5302294","2012-04-18T08:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5347293","5306362","5302294","2012-04-18T09:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5347641","5306362","5302294","2012-04-18T10:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5347977","5306362","5302294","2012-04-18T11:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5348321","5306362","5302294","2012-04-18T12:57:20.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5348656","5306362","5302294","2012-04-18T13:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5348999","5306362","5302294","2012-04-18T14:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5349329","5306362","5302294","2012-04-18T15:56:08.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5349676","5306362","5302294","2012-04-18T16:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5350013","5306362","5302294","2012-04-18T17:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5350361","5306362","5302294","2012-04-18T18:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5350702","5306362","5302294","2012-04-18T19:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5351042","5306362","5302294","2012-04-18T20:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5351387","5306362","5302294","2012-04-18T21:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5351753","5306362","5302294","2012-04-18T22:56:04.000-04:00","Success","","search_output","Success"
